run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,potion_use_count,dawn_chalice_use_count,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
1,12345,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
2,12346,1,Normal,23,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,23,27,2,1,0,0,party wiped
3,12347,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,3,1,0,0,party wiped
4,12348,1,Normal,35,2,2,1,0,27,0,0,0,5,0,1,1,0,0,5,3,0,0,28,27,5,1,0,0,party wiped
5,12349,1,Normal,13,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,3,1,0,0,party wiped
6,12350,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,9,27,3,1,0,0,party wiped
7,12351,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,3,1,0,0,party wiped
8,12352,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,14,27,3,1,0,0,party wiped
9,12353,1,Normal,10,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,3,1,0,0,party wiped
10,12354,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,3,1,0,0,party wiped
11,12355,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
12,12356,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,23,27,3,1,0,0,party wiped
13,12357,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,23,27,4,1,0,0,party wiped
14,12358,1,Normal,38,0,0,0,0,27,27,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,1,1,
14,12358,2,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,2,1,0,0,party wiped
15,12359,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,18,27,3,1,0,0,party wiped
16,12360,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,5,3,0,0,0,27,2,1,0,0,party wiped
17,12361,1,Normal,13,2,2,1,0,27,0,0,0,5,0,1,1,1,0,4,3,0,0,28,51,7,1,0,0,party wiped
